Indicator,Category,BASE,ST Elevé,ST Faible,Très élevé,Assez élevé,Assez faible,Très faible,Je ne sais pas,No rep.,Question
Socio-Professional Category,Blue collar,717.4432,0.1986635318308125,0.45800740741566714,0.08248763,0.116176,0.3204354,0.36160492999999994,0.09640249,0.022893920000000005,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Far left,187.3446,0.2866961204112635,0.4135394348169095,0.17685266,0.10984352,0.29712754,0.39919613,0.01434335,0.00263729,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Radical left,828.7407,0.205,0.4018477673414616,0.07772938,0.12595846,0.38002345,0.36415371,0.0376939,0.01444179,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Left,1430.296,0.1572477305396925,0.4404350567994317,0.03955353,0.11769424,0.39219644,0.3923108900000001,0.04812412,0.01012142,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,PC/LFI,641.3963,0.17944194564265495,0.39843245120060716,0.048776570000000005,0.13066536,0.40375031,0.35391801,0.045,0.01788975,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,PS,449.3176,0.13963735228711271,0.47872240036891495,0.041517799999999994,0.09811955,0.37701149,0.4156265,0.06309595,0.00462877,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,EELV,339.583,0.13862864159866659,0.46910740525880273,0.01953411,0.11909451000000001,0.38954689,0.43397548999999996,0.03513218,0.00271634,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,EM,672.9198,0.12088317211055462,0.5015591754024774,0.03296659,0.0879166,0.37005064,0.4565598799999999,0.0449999,0.00750639,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,MoDem,161.1257,0.115,0.372512764878601,0.0389173,0.075,0.49957166,0.32399146,0.048521299999999996,0.013998280000000002,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Right,573.0042,0.19282371752248936,0.3838338357729315,0.0649999,0.12748167999999999,0.41685395000000003,0.35427524,0.02955844,0.00683079,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,UDI/PR,89.32552,0.11537900926857186,0.4349999,0.06008151,0.05529753,0.4428206,0.40219749,0.03304647,0.0065566700000000006,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,LR,397.5368,0.19790653343287964,0.38973775509588043,0.05148555,0.14642101,0.40398373,0.3727187,0.01701895,0.00837254,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Radical right,1008.8,0.20918378271213323,0.4145588818398097,0.07790275,0.13128103,0.35618010999999994,0.3421702,0.07238875,0.02007757,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Debout la France,86.14185,0.2496742291928952,0.3032768625238487,0.13474368,0.115,0.44697944000000006,0.21946673,0.08381015,0,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Reconquete,205.4045,0.1983376216197795,0.3800318396140298,0.08112554,0.11721204,0.4066307,0.34816671,0.03186511,0.0149999,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,RN,717.2537,0.2074270233809878,0.43781147451731517,0.07015324,0.1372738,0.33097229,0.35518952,0.08262205,0.0237896,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,No preference,1860.95,0.165,0.44938133748891695,0.059270800000000005,0.105,0.3530968299999999,0.29603649,0.15334469,0.03325119,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Total-left,1649.278,0.1513585944880123,0.4508540100577344,0.05432134,0.09703725,0.3919298,0.40434044,0.04651326,0.005858059999999999,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Very Left,217.9165,0.225,0.5141703358855341,0.08580094,0.13855945,0.25262516,0.48122377,0.03294644,0.00884448,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Left,1431.362,0.14024446645921856,0.4412139626453685,0.04952874000000001,0.0907157,0.41313791000000005,0.3926352,0.0485787,0.005403400000000001,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Center,776.1196,0.16041947658582517,0.4502145030224723,0.03882389,0.12159558,0.38500819000000003,0.41238836999999995,0.03782605,0.00435743,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Total-right,1622.94,0.18850062232738118,0.4027520425893748,0.06103945,0.12746109,0.3937474,0.35274496,0.0500071,0.015,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Right,1193.119,0.1766995580491133,0.4022684241890373,0.05196277999999999,0.125,0.40813763000000003,0.35353841,0.04873013,0.01263105,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Very Right,429.8207,0.22125837587626654,0.40409500984945584,0.08623493,0.1349999,0.35542961000000006,0.35054315,0.053551789999999995,0.01924062,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Both left and Right,200.4265,0.1549999,0.4075586811125275,0.054999900000000004,0.10177959999999998,0.3861237100000001,0.35871294,0.04884576,0.04953809,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Neither left nor right,1673.316,0.16904033667281013,0.46937900551957906,0.06198172,0.10705868,0.32265041,0.29001545,0.17936342999999996,0.03893124,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Loss of job risk,High risk,556.2398,0.305,0.38369188972094415,0.125,0.18082866,0.30151025,0.30064695000000013,0.08140487,0.01060927,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Loss of job risk,Low risk,1874.312,0.202295135495051,0.4049999,0.07179184,0.13050319,0.37654948,0.31203812,0.09342932,0.01568823,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
Loss of job risk,Zero risk,3478.817,0.12861283016611683,0.46878953391339645,0.03925872,0.08935411,0.38069119,0.39075496000000004,0.0780348,0.02190781,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Arthaud,24.07418,0.3049999,0.3635506588386396,0.1804979,0.12471655999999999,0.30541061,0.3316439,0.03190678,0.02582415,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Poutou,32.85668,0.20873931876257737,0.47368449885989705,0.05727356,0.15146579,0.31757652,0.31428525,0.15939903,0,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Roussel,98.04205,0.1442800308643077,0.385,0.0443051,0.09997496,0.46270004000000003,0.29625421,0.08748573000000001,0.00927967,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Melenchon,942.3053,0.1376119820189911,0.4628167749878941,0.03028131,0.10733071,0.38764814,0.40154046000000004,0.06127645,0.011922450000000001,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Hidalgo,75.31895,0.18964364213786836,0.41714721195661913,0.05987435,0.12976936,0.38903197999999994,0.3921468400000001,0.025,0.00417747,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Jadot,198.8808,0.105,0.4849999,0.045025,0.055,0.39957678,0.43232864,0.05391451,0.01415507,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Macron,1195.294,0.131290293434084,0.455,0.03408025,0.09721005999999999,0.4048957,0.3963795500000001,0.0566478,0.01078828,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Pecresse,205.1207,0.1416412873005991,0.43746423447267874,0.03783485,0.10380644,0.40383291,0.39942585,0.03803847,0.01706109,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Dupont-Aignan,88.56025,0.28472299931402634,0.37579286418003566,0.13031264,0.15441036,0.33948414,0.31860208,0.05719082,0,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Zemmour,303.4525,0.25163206762178597,0.411243275306679,0.1122692,0.1393629,0.32766509,0.3562428299999999,0.054999900000000004,0.00946008,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Le Pen,993.0248,0.21361369826816007,0.40680534866802925,0.08318570999999998,0.13042806,0.37283671,0.33034321,0.07646226,0.00674382,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Lassalle,134.5409,0.215,0.39339487100205217,0.09724426,0.11718819000000003,0.38499989999999995,0.34499989999999997,0.04729278,0.00827497,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Blank/Null/NA,96.61228,0.1949999,0.41512372961284016,0.10499990000000001,0.09469545,0.3477546000000001,0.23854359,0.17658024000000003,0.03742622,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Blank,63.86856,0.2049999,0.435,0.12394947,0.08374183,0.33084651000000004,0.26890727,0.16563095,0.02692367,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Null,19.09123,0.1806719106102645,0.4841415665727143,0.08960376,0.09106815,0.30018663,0.21316573,0.27097573,0.035,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
2nd round vote,Macron,2287.563,0.12650283292744285,0.46191689584068285,0.035,0.09160368,0.40169976,0.4040845199999999,0.05772925,0.00988279,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
2nd round vote,Le Pen,1619.66,0.2336487904868923,0.3929716113258338,0.08217397,0.15147469,0.36502396,0.31961313,0.07335854,0.00835511,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
2nd round vote,Blank/Null/NA,370.4173,0.16241163682149834,0.42277021078659127,0.0541729,0.10823871,0.39912526,0.3489618299999999,0.07380865,0.01569307,"q14v13b_i5. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ferme de panneaux solaires"
