Indicator,Category,BASE,ST Elevé,ST Faible,Très élevé,Assez élevé,Assez faible,Très faible,Je ne sais pas,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.6102926973581998,0.1457084271465892,0.36345537,0.24683750000000002,0.23453451000000003,0.07655431,0.06915413,0.00946403,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Socio-Professional Category,Prof Intermed,896.9079,0.6249998999999999,0.135,0.35291539,0.27411008,0.22824395,0.06652436,0.06505553,0.01314963,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Socio-Professional Category,Total-CSP-,1674.09,0.6149998999999999,0.1740775585541996,0.34092031999999994,0.27446738,0.18533478,0.06976495,0.10431261,0.025199909999999996,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Socio-Professional Category,Salaried,956.6466,0.6222255951152703,0.1707044168661656,0.35931712,0.26290848,0.18052696,0.05849329,0.11221113,0.02654246,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Socio-Professional Category,Blue collar,717.4432,0.6062700155217862,0.17857539105534767,0.31618395000000005,0.28988023,0.19174534999999998,0.085,0.09378071,0.02340976,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,Far left,187.3446,0.6493061449329204,0.1549999,0.44630659,0.20299977,0.17859346000000004,0.14310383,0.013776419999999998,0.01522032,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,Radical left,828.7407,0.6688555298418433,0.12397375922287876,0.42034439,0.24851102000000003,0.18797243,0.08196097000000001,0.04201276,0.01919905,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,Left,1430.296,0.6898415432889415,0.10470273286089032,0.41188745000000004,0.27645334,0.19195649,0.05198132999999999,0.05272139,0.015,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,PC/LFI,641.3963,0.6745650076247711,0.115,0.41186238000000003,0.26180429,0.19071189,0.065,0.05026025,0.02036119,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,PS,449.3176,0.6000127749280241,0.12279438864624932,0.3159647,0.2840483,0.26672492,0.05816229,0.0646321,0.01046824,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,EELV,339.583,0.8349998999999999,0.06252020860879372,0.5430305599999999,0.29407196,0.09537727,0.020910029999999996,0.04161018,0.005,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,EM,672.9198,0.5022953701169144,0.16163976747303319,0.21499990000000002,0.2866673,0.32733909000000005,0.11355740000000002,0.0480824,0.00935391,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,MoDem,161.1257,0.5808937370016081,0.1163018686652719,0.25862286,0.32227100000000003,0.29895721,0.07562586,0.04067601,0.0038469099999999994,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,Right,573.0042,0.5049999,0.12761793020016257,0.22201757,0.28499990000000003,0.34863182000000004,0.07685513,0.05076284,0.01673274,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,UDI/PR,89.32552,0.47285613338718885,0.09288275064057841,0.19954242,0.27331361,0.42548042,0.04371059,0.04917216,0.00878102,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,LR,397.5368,0.515,0.13406826739059124,0.22649624,0.28500000000000003,0.3322902300000001,0.09218789,0.04188036999999999,0.022145269999999998,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,Radical right,1008.8,0.5531293616177637,0.17651754559873117,0.29499990000000004,0.25758604,0.25830582,0.09992863,0.07658892,0.01259069,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,Debout la France,86.14185,0.535,0.13386954192416345,0.225,0.30894275,0.33218776000000005,0.04046542000000001,0.09340407,0,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,Reconquete,205.4045,0.4216866719083564,0.178546283065853,0.23780993,0.18387679,0.3956887,0.14293869,0.03560756,0.0040785,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,RN,717.2537,0.5931164942056067,0.18105852922055335,0.32058991,0.27252672,0.20928480000000002,0.09475306,0.08630553,0.01654051,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Political similarity,No preference,1860.95,0.605,0.18191214164808298,0.35649378,0.24606841,0.18348392,0.05798931000000001,0.12392278,0.03204252,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Politics,Total-left,1649.278,0.6849999,0.10894221592721177,0.42484989999999995,0.26029693,0.19078597,0.06284641,0.04609581000000001,0.01512535,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Politics,Very Left,217.9165,0.7984007635952303,0.09459205704937441,0.62239206,0.17600846999999997,0.10532704,0.07034167,0.02425041,0.00168076,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Politics,Left,1431.362,0.6679043456512048,0.11112688474334236,0.395,0.27290436999999995,0.20379652,0.06170528,0.04942163,0.0171722,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Politics,Center,776.1196,0.5802475546294669,0.13164788004323044,0.28885973,0.29047028000000014,0.28402208,0.08768596,0.04396195,0.005,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Politics,Total-right,1622.94,0.5316861375035429,0.15582640146893909,0.25460085,0.27708547,0.30044093,0.09924624,0.05658011,0.01204573,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Politics,Right,1193.119,0.539863165367411,0.14064640660319716,0.2503006,0.28956273,0.30867944,0.08732439999999998,0.05332204,0.01080988,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Politics,Very Right,429.8207,0.5089878174783113,0.19796377885011124,0.26653812,0.24245016999999996,0.27804801,0.13233974,0.06562406,0.0149999,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Politics,Both left and Right,200.4265,0.5976854358081392,0.13009457332239,0.355,0.24329188,0.2601715700000001,0.07408207,0.05601250000000001,0.01144198,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Politics,Neither left nor right,1673.316,0.5749998999999999,0.20800673632475872,0.33499989999999996,0.24117593999999998,0.17674444,0.05610033,0.15190633,0.03907306,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Loss of job risk,High risk,556.2398,0.6692525417994183,0.14194775346891755,0.45127785,0.21797469,0.17724794,0.06431063,0.07763716,0.01155163,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Loss of job risk,Low risk,1874.312,0.6106021836279126,0.1610774513528164,0.3321223199999999,0.27839373,0.215,0.06377225,0.09730514,0.013406559999999998,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
Loss of job risk,Zero risk,3478.817,0.5749998999999999,0.15094694547025614,0.31162234,0.26445171,0.24797898000000002,0.08281401,0.06813296,0.025,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Arthaud,24.07418,0.5384739999451695,0.13961181647723828,0.28885827,0.24961581,0.2969142100000001,0.09806535000000001,0.04154646,0.0249999,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Poutou,32.85668,0.6449802597219196,0.175,0.4935558400000001,0.15076624,0.18253480999999996,0.095,0.07814311,0,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Roussel,98.04205,0.5879580241335223,0.14835603702696956,0.29707019,0.29088804,0.25066999,0.04926793,0.09908813999999999,0.01301549,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Melenchon,942.3053,0.6856816999755811,0.1149999,0.45736379999999993,0.22904891,0.17881954,0.06305695,0.054999900000000004,0.0167109,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Hidalgo,75.31895,0.666688263710527,0.08231674764451709,0.34711211,0.31957641,0.23303299,0.03974985,0.0425669,0.01796219,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Jadot,198.8808,0.7588077883837957,0.0849999,0.46760271,0.29131887,0.13889561,0.01990086,0.0649999,0.01728205,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Macron,1195.294,0.5149652721422512,0.16053975005312499,0.23312775,0.28183736,0.30826014,0.09694217000000001,0.06359768,0.01623585,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Pecresse,205.1207,0.47987618997010056,0.12547339200773008,0.17868894,0.30118715,0.38227546000000007,0.09812944,0.02734395,0.012374570000000001,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Dupont-Aignan,88.56025,0.635,0.11977811715752835,0.3761809400000001,0.25904105,0.24499990000000002,0.04822648,0.07155163,0,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Zemmour,303.4525,0.4698040055692407,0.17288554221830435,0.23858047,0.23122363,0.34723128,0.1244752,0.04841034,0.01007946,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Le Pen,993.0248,0.5752921779999854,0.1713427499494474,0.31029211000000007,0.265,0.24347056,0.08891577,0.08242700999999998,0.00989455,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Lassalle,134.5409,0.5667838553183456,0.142436835192867,0.32674889,0.24003496,0.29077886,0.09836972,0.04406705,0,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Blank/Null/NA,96.61228,0.5944772238063318,0.18593640477173298,0.36185586000000003,0.23182684000000003,0.17019938,0.065,0.12173111,0.04938681,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Blank,63.86856,0.625,0.17229056048860344,0.37676769,0.24570211,0.17174945000000003,0.06283234,0.10945825,0.03348978,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
1st round vote,Null,19.09123,0.5314099720133276,0.2950254645719527,0.3064097600000001,0.2249999,0.11369027,0.10619164,0.18883377,0.05987466,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
2nd round vote,Macron,2287.563,0.5746027541099414,0.14334333087219892,0.30262192,0.27198119,0.26609947,0.0812406,0.062102639999999994,0.01595659,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
2nd round vote,Le Pen,1619.66,0.5662864428336811,0.1649999,0.305,0.26128692000000003,0.25638177,0.0929571,0.07356958,0.010804629999999999,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
2nd round vote,Blank/Null/NA,370.4173,0.6454460955252359,0.11195589406866255,0.35505118,0.29039518,0.21863897999999998,0.04238034,0.06957553,0.02395923,"q14v13b_i2. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une centrale nucléaire"
