Indicator,Category,BASE,ST Améliorée,ST Aggravée,Beaucoup améliorée,Un peu améliorée,Un peu aggravée,Beaucoup aggravée,N'a pas changée,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.2090791218895293,0.7150698191376867,0.03094178,0.17813735000000003,0.3500695599999999,0.365,0.0616533,0.01419801,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Socio-Professional Category,Prof Intermed,896.9079,0.145,0.8010310757659732,0.028287339999999998,0.1165511,0.36208155,0.43894908,0.04987435,0.00425542,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Socio-Professional Category,Total-CSP-,1674.09,0.13621812447359463,0.7930266592596575,0.03082689,0.10539123,0.33891523,0.45411082999999997,0.05031198,0.020443440000000004,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Socio-Professional Category,Salaried,956.6466,0.1274335789203662,0.8034820800073925,0.02612,0.10131359,0.34991553,0.45356613,0.04924096,0.01984316,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Socio-Professional Category,Blue collar,717.4432,0.14793143206319329,0.7790850899416149,0.0371031,0.11082843,0.32408451000000016,0.455,0.05174008,0.021243879999999996,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,Far left,187.3446,0.312425498252952,0.5690476266729866,0.15462591,0.15779958,0.20196451,0.3669019500000001,0.11370805,0.005,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,Radical left,828.7407,0.1951523558575077,0.7495706437490038,0.05794805,0.13720431,0.30650021,0.44363705000000003,0.0449999,0.00971048,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,Left,1430.296,0.14456762795952724,0.8020857221162613,0.022989609999999997,0.12157798,0.39815842000000007,0.40302287000000003,0.045,0.00925112,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,PC/LFI,641.3963,0.16089818416476678,0.8022994519924733,0.02970953,0.13118863,0.33729922,0.46499989999999997,0.0256636,0.01113912,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,PS,449.3176,0.14103772031186848,0.7959681525940671,0.014841400000000001,0.12619633,0.44783334,0.34813525999999995,0.05247017,0.010523799999999998,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,EELV,339.583,0.11839308799321518,0.8097749298404218,0.021078409999999995,0.09731471,0.44788019,0.36189503,0.06783028,0.00400114,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,EM,672.9198,0.3085828355771371,0.6014667721175688,0.04620946,0.26274564999999994,0.45499989999999996,0.14609485,0.08406413,0.00588601,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,MoDem,161.1257,0.2147795789250256,0.6903833466666087,0.04174068,0.17303888,0.42250839999999995,0.26771204,0.095,0,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,Right,573.0042,0.14146325629026804,0.8075951275749812,0.0127534,0.12870988,0.445,0.36259502000000005,0.04285536,0.00808634,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,UDI/PR,89.32552,0.1877945966617379,0.7224602778690793,0.005670380000000001,0.18212420999999998,0.43231027,0.29015,0.05035289,0.03939255,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,LR,397.5368,0.14103755929010847,0.8057017614469906,0.00838792,0.13264966,0.45797421,0.34772756,0.05045696,0.00280413,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,Radical right,1008.8,0.07132999603489294,0.898934179222839,0.01659404,0.05473595,0.2800678,0.61886638,0.02318027,0.00655596,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,Debout la France,86.14185,0.0953845430531153,0.904615468555644,0.04024448,0.05514005,0.3912254,0.51339007,0,0,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,Reconquete,205.4045,0.04078456898461328,0.9407422914298371,0.01186884,0.028915720000000002,0.33214969,0.6085928,0.015473890000000002,0.00299889,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,RN,717.2537,0.07718853175661555,0.8849999,0.015106819999999998,0.06208172000000001,0.25180267,0.63447606,0.02817113,0.00836198,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Political similarity,No preference,1860.95,0.08748477927940031,0.8223348289851957,0.015,0.07296875,0.29979059,0.5220593799999999,0.06971101,0.02047027,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Politics,Total-left,1649.278,0.12252597803402458,0.811447190831382,0.03013481,0.09239122,0.3749999,0.43644717000000016,0.056089,0.0099379,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Politics,Very Left,217.9165,0.145,0.8049999,0.06807552,0.075,0.28172782,0.5239876299999999,0.04080882,0.010400210000000002,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Politics,Left,1431.362,0.11942331848966228,0.8122941645789115,0.02435854,0.09506477,0.38925688,0.42303659,0.05841529000000001,0.00986751,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Politics,Center,776.1196,0.2663254477789248,0.6705782201609133,0.03254239,0.235,0.42000055,0.24936131,0.06193243,0.00116332,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Politics,Total-right,1622.94,0.13609646690573896,0.8149999,0.02052265,0.11557384,0.36096423,0.45499989999999996,0.04115646,0.006782919999999999,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Politics,Right,1193.119,0.14940638779534984,0.7949315198232533,0.02213451,0.12727188,0.40273795,0.3921934899999999,0.04767472,0.00798674,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Politics,Very Right,429.8207,0.0991502735908252,0.875,0.01604837,0.08310188,0.245,0.62934572,0.02306275,0.00344128,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Politics,Both left and Right,200.4265,0.18288280242383115,0.7490636218264551,0.04019331,0.14268946,0.3496941800000001,0.39911579,0.065,0.00330726,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Politics,Neither left nor right,1673.316,0.09811141469991323,0.8044499664139947,0.01926518,0.0788462,0.28059691,0.52385324,0.06990174,0.027537619999999995,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Loss of job risk,High risk,556.2398,0.17717953659554747,0.7772733989908669,0.0784444,0.09873517,0.20866019,0.5687022699999998,0.04045807,0.0049999,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Loss of job risk,Low risk,1874.312,0.16592765772187343,0.783093209668401,0.02772907,0.13819855,0.33868001,0.44441272,0.04113924,0.00984066,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
Loss of job risk,Zero risk,3478.817,0.12042705896860915,0.7949999,0.01545492,0.10497209,0.3748691,0.42167955,0.06747,0.01555602,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Arthaud,24.07418,0.2835772184140852,0.6397696619365645,0.14977075,0.13380647,0.2511082,0.38866134,0.05082902,0.02582415,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Poutou,32.85668,0.1769896106362542,0.7294842327344091,0.06701922,0.10997042000000001,0.26373456,0.4657497299999999,0.09352613,0,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Roussel,98.04205,0.125,0.8149474638688194,0.02578316,0.09813353,0.39265529,0.42229186,0.05485644,0.00627936,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Melenchon,942.3053,0.11682487618397137,0.8238177159780381,0.02512625,0.09169857,0.3543983,0.46941909,0.043765700000000005,0.015591499999999998,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Hidalgo,75.31895,0.10499990000000001,0.7892922033565257,0.01081585,0.09471607000000001,0.43266283,0.35662951,0.10517599,0,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Jadot,198.8808,0.11543472270827551,0.7742190296901461,0.01823285,0.09720189,0.47110143000000004,0.3031178,0.09541082,0.0149353,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Macron,1195.294,0.295,0.6149998999999999,0.0453311,0.24542673,0.44368657,0.17488082,0.08362058999999998,0.00705522,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Pecresse,205.1207,0.16270381292575542,0.770798851602983,0.00354668,0.15915712,0.42369766,0.34710104999999997,0.06106254,0.0054345800000000005,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Dupont-Aignan,88.56025,0.044878802848907946,0.9277768524817851,0.01275209,0.03212672,0.25881341,0.66896333,0.0273444,0,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Zemmour,303.4525,0.08214659625476804,0.8893108476614957,0.01872178,0.06342479,0.32915039,0.56016049,0.02326293,0.005279730000000001,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Le Pen,993.0248,0.085,0.8837212323398167,0.015,0.06903857,0.25130128,0.63224046,0.02392833,0.00849136,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Lassalle,134.5409,0.06145206401919417,0.8994216628549386,0.013384770000000002,0.04806729,0.37837706,0.52104483,0.03362354,0.00550209,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Blank/Null/NA,96.61228,0.105,0.8313654330484697,0.01553026,0.08829682,0.36176354,0.46960189999999996,0.04408713000000001,0.02072004,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Blank,63.86856,0.0949999,0.855,0.02349222,0.07495647,0.31566705,0.5351118,0.03624124,0.01453092,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
1st round vote,Null,19.09123,0.06759297331811517,0.8601808264842025,0,0.06759297,0.47344566,0.38673506,0.06308766,0.00913898,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
2nd round vote,Macron,2287.563,0.2228729438271208,0.6922961247406082,0.0349999,0.18774753,0.45499989999999996,0.23742049000000007,0.0757013,0.00913088,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
2nd round vote,Le Pen,1619.66,0.08927200770532087,0.8795000185224059,0.02329762,0.0659744,0.25521307,0.62428658,0.02221169,0.00901659,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
2nd round vote,Blank/Null/NA,370.4173,0.06822094972346053,0.8811567386296482,0.01674948,0.05147149,0.32002582000000007,0.56113119,0.03845865,0.0121638,"q8v13b_i3. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de pouvoir d'achat"
