Indicator,Category,BASE,ST Elevé,ST Faible,Très élevé,Assez élevé,Assez faible,Très faible,Je ne sais pas,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.25253226805290924,0.39062008478605564,0.10255653,0.14997581,0.34114087,0.30413623,0.08648378,0.01570689,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Socio-Professional Category,Prof Intermed,896.9079,0.2323532884480112,0.4120734135578469,0.08261019999999998,0.14974313,0.3384306399999999,0.3049999,0.10676152,0.01745461,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Socio-Professional Category,Total-CSP-,1674.09,0.28926987199015586,0.4054174506746949,0.10831281,0.18095694,0.27361791,0.27635671,0.12906074,0.03169449,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Socio-Professional Category,Salaried,956.6466,0.2788138273841144,0.405,0.10308506000000002,0.17572874,0.28418885,0.25633625,0.14590539,0.03475527,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Socio-Professional Category,Blue collar,717.4432,0.3032118779577254,0.40965235993595034,0.1149999,0.18792819,0.25952284,0.3033358400000002,0.10660001,0.027613219999999997,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Far left,187.3446,0.24956870921286226,0.45869333837217613,0.11662247,0.13294624,0.26871983,0.41782069,0.04087269,0.02301847,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Radical left,828.7407,0.23044421493960657,0.3929338814903142,0.0870328,0.14341156,0.3503560200000001,0.33499989999999996,0.05684432,0.0273554,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Left,1430.296,0.195,0.434266403597577,0.05778189,0.13693417,0.3494128800000001,0.3649999,0.06761872,0.023252440000000003,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,PC/LFI,641.3963,0.225,0.37372604113868446,0.07838994,0.14646828,0.37279401,0.31221664,0.06150944,0.02862215,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,PS,449.3176,0.17225189932466475,0.4876323562664805,0.05076367,0.12148823,0.32465966,0.39680996,0.09082253,0.01545635,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,EELV,339.583,0.1675071190253929,0.478002137916209,0.028143819999999996,0.13936331,0.33106457,0.42954653000000004,0.04845552000000001,0.02342556,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,EM,672.9198,0.14096066128534188,0.485,0.03852245,0.10243823,0.35224569000000006,0.42515065999999996,0.05739973999999999,0.02424258,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,MoDem,161.1257,0.1627561587009397,0.405,0.0249999,0.13652167,0.4149999,0.3497278300000001,0.05685963,0.01689107,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Right,573.0042,0.31215286031062256,0.34725871119269286,0.11919764,0.19295513,0.32947612,0.27594073,0.07131789,0.011112659999999998,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,UDI/PR,89.32552,0.1249721244275992,0.48253511426521783,0.03461226,0.0903599,0.3857899699999999,0.38934327,0.09319184,0.00670293,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,LR,397.5368,0.335,0.33188650711078815,0.13512188,0.19685508,0.3225498700000001,0.27685487,0.054999900000000004,0.0136184,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Radical right,1008.8,0.4033160190325139,0.323027260111023,0.19997482,0.203341,0.255,0.22321486000000007,0.09898978,0.01947954,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Debout la France,86.14185,0.41476518091961107,0.27792368053391003,0.13342052,0.28134467,0.30143912000000006,0.155,0.12379569,0.005,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,Reconquete,205.4045,0.50825712192284,0.25069392345347835,0.2925676999999999,0.21574829,0.22752807,0.17563505,0.07499990000000001,0.01352099,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,RN,717.2537,0.3718882175163405,0.349158742576023,0.18146857000000002,0.19041964999999997,0.25592297,0.24629499999999996,0.10286384,0.023030409999999998,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Political similarity,No preference,1860.95,0.27695607082404144,0.4049999,0.12921637,0.1477396,0.26726742,0.232599,0.17422564,0.048952869999999996,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Politics,Total-left,1649.278,0.1955453841014068,0.4549999,0.06837786,0.1271674,0.32389027,0.38410013,0.07122905,0.025235310000000004,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Politics,Very Left,217.9165,0.2213924140668559,0.5005899048488756,0.10811288,0.11327944,0.25200533,0.44407858,0.05651146,0.026012800000000003,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Politics,Left,1431.362,0.19161015871596423,0.4484384104091068,0.0623284,0.12928176,0.3348032400000001,0.375,0.07346967,0.02511693,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Politics,Center,776.1196,0.185,0.4319191268974524,0.05783932,0.12651428,0.37214084000000003,0.36493512000000006,0.06698399,0.01158605,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Politics,Total-right,1622.94,0.330690721776529,0.3449999,0.15286918,0.17782148,0.3064689800000001,0.27139543,0.07499990000000001,0.01644503,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Politics,Right,1193.119,0.315,0.3536928839453567,0.12923782,0.185,0.31885336,0.28139666,0.07229614,0.01321602,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Politics,Very Right,429.8207,0.3806175458743611,0.3249999,0.21846647000000002,0.16215106,0.26686221,0.24363368,0.08347787999999999,0.02540829,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Politics,Both left and Right,200.4265,0.2729698418123352,0.4023363676958885,0.14099912,0.13197072,0.29931037,0.29465435,0.10768191999999999,0.02538392,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Politics,Neither left nor right,1673.316,0.28738247886233087,0.40265437012494953,0.12158451000000002,0.16579773,0.2541034200000001,0.21499990000000002,0.18691873,0.05659571,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Loss of job risk,High risk,556.2398,0.36853961187243345,0.3262280045404878,0.1851802,0.18335940999999997,0.29200877,0.26547849,0.06074955,0.01322333,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Loss of job risk,Low risk,1874.312,0.2980070553888574,0.3780566415836851,0.10760759,0.19039936,0.30893646000000013,0.25877735,0.11927933999999998,0.0149999,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
Loss of job risk,Zero risk,3478.817,0.22223827812730593,0.43574496732653656,0.09725223,0.12498617,0.30086262,0.33072823,0.10501707999999998,0.041155109999999995,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Arthaud,24.07418,0.3414198115989829,0.3336022659961835,0.14606412,0.1949999,0.30019602999999995,0.2479159,0.0849999,0.02582415,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Poutou,32.85668,0.1817874173531836,0.4849999,0.0290937,0.15269373,0.325,0.24343026000000004,0.24238337000000001,0.00739894,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Roussel,98.04205,0.23144966879007528,0.3463292536212778,0.05870854,0.17274108,0.39429959,0.24642671,0.09990254,0.027921200000000004,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Melenchon,942.3053,0.19170623363786662,0.4449999,0.07642488,0.1149999,0.32630507,0.3542207400000001,0.09140903,0.03664038,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Hidalgo,75.31895,0.19666378779842256,0.4371225302530106,0.05859033,0.13807349,0.33112849,0.35558533000000014,0.08162246,0.0349999,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Jadot,198.8808,0.17504444873512176,0.5143000229283069,0.06739303,0.10765137,0.2749999,0.42253388000000003,0.09185331,0.03556851,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Macron,1195.294,0.15910964164464975,0.45672420341773656,0.04368800999999999,0.11542165000000001,0.36060467,0.37555907,0.08116515999999999,0.02356287,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Pecresse,205.1207,0.2941685553920204,0.35144249215218165,0.11999740000000002,0.17417111,0.3351784799999998,0.28499990000000003,0.06641919,0.01923392,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Dupont-Aignan,88.56025,0.4606155696263279,0.3265647962827567,0.17255146,0.28725245,0.19998724,0.23237638000000002,0.095,0.01283247,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Zemmour,303.4525,0.4649999,0.295,0.24125226,0.22420668999999996,0.22477411999999997,0.20627383,0.08763688,0.01585638,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Le Pen,993.0248,0.36739213361035894,0.33158607921977373,0.18895691,0.17843512,0.28336211,0.22027849,0.11130779,0.01765936,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Lassalle,134.5409,0.34010141154102586,0.3772632708715342,0.1319572,0.20814421,0.27129832,0.31545835,0.06180487,0.011336540000000003,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Blank/Null/NA,96.61228,0.2649999,0.3808104932416459,0.15329159,0.11258672000000002,0.28500000000000003,0.17708484,0.20360852999999998,0.06842832,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Blank,63.86856,0.28151754165116605,0.37967068617172517,0.15698945,0.12452810999999998,0.28290367,0.19523205,0.18443863000000002,0.05590785,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
1st round vote,Null,19.09123,0.20049535833992888,0.4649999,0.13583054,0.06466482,0.2484556,0.1649999,0.30081466,0.08523448,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
2nd round vote,Macron,2287.563,0.16193473141504736,0.4577570104080193,0.05417923,0.10775559,0.35748183,0.37568652999999996,0.08207092000000002,0.02282798,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
2nd round vote,Le Pen,1619.66,0.3959863181161478,0.3149999,0.19991992,0.19606664,0.2661758,0.21197683,0.10415402,0.02170616,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
2nd round vote,Blank/Null/NA,370.4173,0.2687038375367457,0.393474602833075,0.09847229,0.17023154999999998,0.29042434,0.28143367,0.11204090999999998,0.04739738,"q14v13b_i4. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Des éoliennes en mer"
