Indicator,Category,BASE,ST Elevé,ST Faible,Très élevé,Assez élevé,Assez faible,Très faible,Je ne sais pas,No rep.,Question
Socio-Professional Category,Blue collar,717.4432,0.5226999154776294,0.19749897971017077,0.27269615,0.25000362,0.25549145,0.08760727999999998,0.10989178,0.02430987,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,Far left,187.3446,0.5349999,0.155,0.2222869,0.31353186,0.29964894,0.11517151,0.03579772,0.013563530000000002,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,Radical left,828.7407,0.5606627018559606,0.14499990000000001,0.22959715,0.33106543000000005,0.27665046,0.0937194,0.05344551,0.01552279,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,Left,1430.296,0.585,0.1349999,0.2369829,0.345,0.26989233,0.08245279,0.05273108,0.0129409,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,PC/LFI,641.3963,0.5679189293733063,0.14605366448169407,0.23173238999999998,0.33728141,0.26993265,0.08745344,0.05860021,0.0149999,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,PS,449.3176,0.5567783233952999,0.1339160317779673,0.20916463000000002,0.3476138,0.29909133,0.0709242,0.06299186,0.010214609999999999,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,EELV,339.583,0.6414805805944349,0.11633035222611261,0.28370669,0.35777409,0.23159784,0.08826143,0.02806895,0.010590630000000002,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,EM,672.9198,0.4827618387807879,0.1750064420752666,0.16139056000000002,0.32137099,0.34080778,0.11790577,0.05710073,0.0014235,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,MoDem,161.1257,0.495,0.1438487466617678,0.16675384,0.32634862,0.35920173,0.10413894,0.03970979,0.0038469099999999994,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,Right,573.0042,0.5149999,0.12101846722938506,0.1749999,0.34084096,0.3474750099999999,0.08290311000000002,0.03811539,0.01566563,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,UDI/PR,89.32552,0.5072898540081267,0.10932563280907852,0.14529756,0.3619923,0.38338461,0.08950173,0.0198239,0,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,LR,397.5368,0.515,0.1235114585618237,0.175,0.33902497,0.3398833700000001,0.09086293,0.0326485,0.022580230000000003,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,Radical right,1008.8,0.5643074940523395,0.156768834258525,0.26930724999999994,0.29499990000000004,0.26220222,0.07923538,0.07753343,0.01672182,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,Debout la France,86.14185,0.5388080242065848,0.12163878532908219,0.21151856,0.3272894599999999,0.33955319000000006,0.0393268,0.08231204,0,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,Reconquete,205.4045,0.5991090750202649,0.11772190969525984,0.31256618,0.28654314,0.2707779,0.08978249999999999,0.02793945,0.01239088,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,RN,717.2537,0.5574033288360869,0.172170042482876,0.2624030300000001,0.295,0.25045657,0.08100795,0.09116207,0.01997038,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,No preference,1860.95,0.5666675622665842,0.19297982213385637,0.255,0.31166674999999994,0.20928655,0.05324046999999999,0.13973927,0.03106696,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Total-left,1649.278,0.5668433096179055,0.1349999,0.245,0.32184296000000007,0.28647323,0.08188413000000001,0.05390448999999999,0.01089519,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Very Left,217.9165,0.6271227740900758,0.13972191183320215,0.24990205000000001,0.37722077,0.22243263,0.08090295999999998,0.05881895,0.01072309,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Left,1431.362,0.5576659852643845,0.1349999,0.24329436,0.315,0.29559451000000003,0.08203348,0.053156260000000004,0.01092139,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Center,776.1196,0.545,0.15283095543521902,0.175,0.36641059,0.30226475,0.10953120999999999,0.04329981,0.00349364,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Total-right,1622.94,0.565,0.1322404401887932,0.22636,0.33693969,0.29172865,0.08068308,0.05155743,0.01273037,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Right,1193.119,0.5676630746807317,0.1211065283513212,0.20841752,0.35924588999999996,0.29986657,0.07201494,0.04909154999999999,0.011362620000000002,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Very Right,429.8207,0.5511865761700169,0.16314693545471404,0.27618745000000006,0.2749999,0.26913874,0.10474461,0.05840228,0.01652702,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Both left and Right,200.4265,0.5362225055070063,0.10499990000000001,0.26691101,0.26931149,0.34224553,0.07321083,0.03332114,0.015,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Neither left nor right,1673.316,0.535,0.23123940726079234,0.24577802,0.28875879,0.1949999,0.0625623,0.16867699,0.039224,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Loss of job risk,High risk,556.2398,0.6558191269305074,0.1549999,0.34503248,0.31078628,0.17079753999999997,0.09378265,0.06146763,0.01813308,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Loss of job risk,Low risk,1874.312,0.5382636402050459,0.18137049754790027,0.22357473,0.315,0.26800969,0.06978811,0.11158238,0.012045089999999998,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
Loss of job risk,Zero risk,3478.817,0.5450094098079893,0.1539867144491935,0.21875434,0.32625545000000006,0.2794005,0.08254162,0.07144501,0.02160481,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Arthaud,24.07418,0.5936974800387802,0.19537122344353994,0.27290732,0.3208974099999999,0.1849999,0.11589346,0.07947776,0.02582415,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Poutou,32.85668,0.5482218532121932,0.2217916113253074,0.17774445999999997,0.37047747999999997,0.22258758,0.09996289999999998,0.12182874,0.00739894,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Roussel,98.04205,0.5999505314301363,0.10461908946212366,0.15938916,0.44056147,0.27646597,0.04250586,0.0621132,0.01896392,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Melenchon,942.3053,0.555,0.16039207250558815,0.23648173999999997,0.31726257,0.26451533,0.08466386000000001,0.0757282,0.02134811,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Hidalgo,75.31895,0.5261092991869908,0.09082054383392227,0.15534059,0.37087678000000013,0.3649999,0.05075323999999999,0.0400673,0.01796219,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Jadot,198.8808,0.5696914935981754,0.17409860579804587,0.20767263999999996,0.36117396999999996,0.24205479000000002,0.09042572,0.08367288,0.015,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Macron,1195.294,0.49038328645504786,0.17869118392629763,0.16076011,0.32962259,0.32271374,0.11063847000000002,0.06805278,0.00821341,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Pecresse,205.1207,0.47082868769461106,0.1538498552315783,0.13461533,0.33621312,0.36600402,0.10259033,0.05125953,0.00931711,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Dupont-Aignan,88.56025,0.5917645896437737,0.11118279363484182,0.24422707,0.34753764,0.29705257,0.04457827,0.06660454,0,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Zemmour,303.4525,0.5666145442861733,0.1503222415369786,0.26009333,0.30691071,0.2749999,0.09617324000000001,0.054149,0.007673819999999999,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Le Pen,993.0248,0.5705935038077599,0.16222978519771106,0.2424446,0.3275039699999999,0.255,0.08156107,0.08066876,0.0128216,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Lassalle,134.5409,0.5400040433801172,0.11131574116123796,0.24183776,0.29816636,0.33953995,0.07051137,0.04080439,0.00913969,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Blank/Null/NA,96.61228,0.5310172785488553,0.23325067993426923,0.24638431000000002,0.28463266,0.19695343,0.0731507,0.16010004,0.03877842,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Blank,63.86856,0.550553981489484,0.23103558307874797,0.27621991,0.27391678,0.195,0.07260059,0.15843492,0.0238278,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Null,19.09123,0.435,0.3049999,0.08910682999999998,0.34503832,0.19939585,0.08492041,0.22161966999999996,0.05991929,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
2nd round vote,Macron,2287.563,0.5192630760333158,0.165,0.18591654,0.33334658,0.30440412,0.09857919,0.06624893,0.01150663,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
2nd round vote,Le Pen,1619.66,0.562190768432881,0.15705432004247805,0.25290746,0.3092644700000001,0.26781028,0.08207383,0.075,0.01294396,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
2nd round vote,Blank/Null/NA,370.4173,0.5749998999999999,0.14954185455160976,0.21359818,0.3640261699999999,0.255,0.06142599,0.08811586,0.0178338,"q14v13b_i1. Et si une de ces installations devait être construite près de votre commune, pensez-vous qu'elle présenterait un risque pour vous ou pour votre environnement ?
- Une ligne électrique à haute tension"
